filingDate,acceptanceDateTime,accessionNumber,primaryDocument,form,ticker
2026-05-06,2026-05-06 20:42:04+00:00,0001374545-26-000006,xslF345X06/wk-form4_1778100121.xml,4,AMZN
2026-05-05,2026-05-05 20:44:21+00:00,0001936006-26-000014,xslF345X06/wk-form4_1778013858.xml,4,AMZN
2026-05-05,2026-05-05 20:36:59+00:00,0001018724-26-000016,xslF345X06/wk-form4_1778013416.xml,4,AMZN
2026-05-04,2026-05-04 20:58:50+00:00,0001209522-26-000008,xslF345X06/wk-form4_1777928327.xml,4,AMZN
2026-04-28,2026-04-28 20:42:14+00:00,0001209522-26-000006,xslF345X06/wk-form4_1777408932.xml,4,AMZN
2026-04-21,2026-04-21 20:51:10+00:00,0001374545-26-000004,xslF345X06/wk-form4_1776804668.xml,4,AMZN
2026-04-16,2026-04-16 22:12:32+00:00,0001936006-26-000012,xslF345X06/wk-form4_1776377549.xml,4,AMZN
2026-04-09,2026-04-09 21:02:33+00:00,0002024813-26-000004,xslF345X06/wk-form4_1775768551.xml,4,AMZN
2026-04-09,2026-04-09 20:58:00+00:00,0001936006-26-000010,xslF345X06/wk-form4_1775768277.xml,4,AMZN
2026-04-09,2026-04-09 20:52:51+00:00,0001557979-26-000004,xslF345X06/wk-form4_1775767969.xml,4,AMZN
2026-04-09,2026-04-09 20:48:38+00:00,0001639902-26-000004,xslF345X06/wk-form4_1775767715.xml,4,AMZN
2026-04-09,2026-04-09 20:44:49+00:00,0001397333-26-000004,xslF345X06/wk-form4_1775767487.xml,4,AMZN
2026-04-03,2026-04-03 20:41:29+00:00,0001018724-26-000010,xslF345X06/wk-form4_1775248886.xml,4,AMZN
2026-03-04,2026-03-04 22:17:27+00:00,0001936006-26-000008,xslF345X05/wk-form4_1772662645.xml,4,AMZN
2026-02-24,2026-02-24 22:44:18+00:00,0001374545-26-000002,xslF345X05/wk-form4_1771973054.xml,4,AMZN
2026-02-24,2026-02-24 22:37:55+00:00,0002024813-26-000002,xslF345X05/wk-form4_1771972671.xml,4,AMZN
2026-02-24,2026-02-24 22:31:38+00:00,0001557979-26-000002,xslF345X05/wk-form4_1771972295.xml,4,AMZN
2026-02-24,2026-02-24 22:24:39+00:00,0001639902-26-000002,xslF345X05/wk-form4_1771971877.xml,4,AMZN
2026-02-24,2026-02-24 22:18:54+00:00,0001936006-26-000006,xslF345X05/wk-form4_1771971530.xml,4,AMZN
2026-02-24,2026-02-24 22:11:58+00:00,0001397333-26-000002,xslF345X05/wk-form4_1771971115.xml,4,AMZN
2026-02-18,2026-02-18 23:16:06+00:00,0001936006-26-000004,xslF345X05/wk-form4_1771456563.xml,4,AMZN
2026-02-18,2026-02-18 23:05:51+00:00,0001018724-26-000008,xslF345X05/wk-form4_1771455948.xml,4,AMZN
2026-02-18,2026-02-18 22:57:32+00:00,0001018724-26-000006,xslF345X05/wk-form4_1771455449.xml,4,AMZN
2026-02-17,2026-02-17 21:07:24+00:00,0001659719-26-000002,xslF345X05/wk-form4_1771362440.xml,4,AMZN
2026-02-13,2026-02-13 22:08:40+00:00,0001936006-26-000002,xslF345X05/wk-form4_1771020517.xml,4,AMZN
2025-12-03,2025-12-03 22:00:17+00:00,0001936006-25-000009,xslF345X05/wk-form4_1764799214.xml,4,AMZN
2025-11-25,2025-11-25 21:38:38+00:00,0001374545-25-000003,xslF345X05/wk-form4_1764106714.xml,4,AMZN
2025-11-25,2025-11-25 21:29:50+00:00,0002024813-25-000003,xslF345X05/wk-form4_1764106187.xml,4,AMZN
2025-11-25,2025-11-25 21:23:18+00:00,0001557979-25-000003,xslF345X05/wk-form4_1764105793.xml,4,AMZN
2025-11-25,2025-11-25 21:16:15+00:00,0001639902-25-000003,xslF345X05/wk-form4_1764105372.xml,4,AMZN
2025-11-25,2025-11-25 21:10:11+00:00,0001936006-25-000007,xslF345X05/wk-form4_1764105008.xml,4,AMZN
2025-11-25,2025-11-25 21:03:44+00:00,0001397333-25-000003,xslF345X05/wk-form4_1764104621.xml,4,AMZN
2025-11-24,2025-11-24 21:33:18+00:00,0001018724-25-000132,xslF345X05/wk-form4_1764019995.xml,4,AMZN
2025-11-18,2025-11-18 23:52:23+00:00,0001018724-25-000129,xslF345X05/wk-form4_1763509939.xml,4,AMZN
2025-11-18,2025-11-18 23:42:40+00:00,0001184756-25-000004,xslF345X05/wk-form4_1763509357.xml,4,AMZN
2025-11-18,2025-11-18 23:36:24+00:00,0001209522-25-000007,xslF345X05/wk-form4_1763508981.xml,4,AMZN
2025-11-18,2025-11-18 23:28:18+00:00,0001018724-25-000127,xslF345X05/wk-form4_1763508495.xml,4,AMZN
2025-11-18,2025-11-18 23:18:00+00:00,0001659719-25-000003,xslF345X05/wk-form4_1763507877.xml,4,AMZN
2025-11-18,2025-11-18 23:11:26+00:00,0001284323-25-000004,xslF345X05/wk-form4_1763507482.xml,4,AMZN
2025-11-18,2025-11-18 23:03:35+00:00,0001517276-25-000005,xslF345X05/wk-form4_1763507012.xml,4,AMZN
2025-11-18,2025-11-18 22:52:40+00:00,0001043298-25-000005,xslF345X05/wk-form4_1763506358.xml,4,AMZN
2025-11-12,2025-11-12 21:41:54+00:00,0001018724-25-000125,xslF345X05/wk-form4_1762983711.xml,4,AMZN
2025-11-10,2025-11-10 21:17:22+00:00,0001043298-25-000003,xslF345X05/wk-form4_1762809440.xml,4,AMZN
2025-11-04,2025-11-05 01:41:38+00:00,0001209522-25-000004,xslF345X05/wk-form4_1762306895.xml,4,AMZN
2025-11-04,2025-11-05 01:32:57+00:00,0001936006-25-000005,xslF345X05/wk-form4_1762306374.xml,4,AMZN
2025-10-03,2025-10-03 20:56:08+00:00,0001936006-25-000003,xslF345X05/wk-form4_1759524965.xml,4,AMZN
2025-09-10,2025-09-10 22:52:15+00:00,0001018724-25-000118,xslF345X05/wk-form4_1757544731.xml,4,AMZN
2025-09-10,2025-09-10 22:44:44+00:00,0001018724-25-000116,xslF345X05/wk-form4_1757544280.xml,4,AMZN
2025-09-10,2025-09-10 22:37:57+00:00,0001018724-25-000114,xslF345X05/wk-form4_1757543873.xml,4,AMZN
2025-09-04,2025-09-04 21:39:31+00:00,0001018724-25-000112,xslF345X05/wk-form4_1757021968.xml,4,AMZN
2025-09-02,2025-09-02 20:52:12+00:00,0001018724-25-000110,xslF345X05/wk-form4_1756846328.xml,4,AMZN
2025-08-25,2025-08-25 21:23:50+00:00,0001018724-25-000108,xslF345X05/wk-form4_1756157026.xml,4,AMZN
2025-08-25,2025-08-25 21:16:07+00:00,0001018724-25-000106,xslF345X05/wk-form4_1756156562.xml,4,AMZN
2025-08-25,2025-08-25 21:08:02+00:00,0001018724-25-000104,xslF345X05/wk-form4_1756156078.xml,4,AMZN
2025-08-25,2025-08-25 20:58:31+00:00,0001018724-25-000102,xslF345X05/wk-form4_1756155507.xml,4,AMZN
2025-08-25,2025-08-25 20:51:36+00:00,0001018724-25-000100,xslF345X05/wk-form4_1756155091.xml,4,AMZN
2025-08-25,2025-08-25 20:41:02+00:00,0001018724-25-000098,xslF345X05/wk-form4_1756154458.xml,4,AMZN
2025-08-19,2025-08-19 21:11:36+00:00,0001018724-25-000096,xslF345X05/wk-form4_1755637891.xml,4,AMZN
2025-08-18,2025-08-18 20:31:30+00:00,0001018724-25-000094,xslF345X05/wk-form4_1755549085.xml,4,AMZN
2025-08-12,2025-08-12 20:24:43+00:00,0001018724-25-000090,xslF345X05/wk-form4_1755030277.xml,4,AMZN
2025-08-05,2025-08-05 21:40:04+00:00,0001018724-25-000088,xslF345X05/wk-form4_1754429999.xml,4,AMZN
2025-07-25,2025-07-25 20:27:21+00:00,0001018724-25-000082,xslF345X05/wk-form4_1753475233.xml,4,AMZN
2025-07-23,2025-07-23 20:30:09+00:00,0001018724-25-000080,xslF345X05/wk-form4_1753302567.xml,4,AMZN
2025-07-17,2025-07-17 20:48:35+00:00,0001018724-25-000078,xslF345X05/wk-form4_1752785309.xml,4,AMZN
2025-07-15,2025-07-15 20:22:10+00:00,0001018724-25-000076,xslF345X05/wk-form4_1752610921.xml,4,AMZN
2025-07-10,2025-07-10 20:12:08+00:00,0001018724-25-000074,xslF345X05/wk-form4_1752178322.xml,4,AMZN
2025-07-08,2025-07-08 20:13:43+00:00,0001018724-25-000072,xslF345X05/wk-form4_1752005614.xml,4,AMZN
2025-07-03,2025-07-03 21:39:47+00:00,0001018724-25-000070,xslF345X05/wk-form4_1751578781.xml,4,AMZN
2025-07-01,2025-07-01 20:25:36+00:00,0001018724-25-000068,xslF345X05/wk-form4_1751401526.xml,4,AMZN
2025-06-05,2025-06-05 20:32:18+00:00,0001018724-25-000066,xslF345X05/wk-form4_1749155282.xml,4,AMZN
