filingDate,acceptanceDateTime,accessionNumber,primaryDocument,form,ticker
2025-03-12,2025-03-12 23:39:09+00:00,0000950103-25-003349,xslF345X05/dp226184_4-olivan.xml,4,META
2025-03-06,2025-03-06 23:32:22+00:00,0000950103-25-003130,xslF345X05/dp225974_4-newstead.xml,4,META
2025-03-05,2025-03-05 23:29:25+00:00,0000950103-25-003069,xslF345X05/dp225904_4-olivan.xml,4,META
2025-03-04,2025-03-05 00:40:55+00:00,0000950103-25-002981,xslF345X05/dp225825_4-cox.xml,4,META
2025-03-03,2025-03-03 23:25:16+00:00,0000950103-25-002857,xslF345X05/dp225728_4-cox.xml,4,META
2025-02-28,2025-02-28 23:30:06+00:00,0000950103-25-002758,xslF345X05/dp225601_4-cox.xml,4,META
2025-02-27,2025-02-27 23:40:30+00:00,0000950103-25-002644,xslF345X05/dp225385_4-newstead.xml,4,META
2025-02-26,2025-02-26 23:48:41+00:00,0000950103-25-002502,xslF345X05/dp225363_4-olivan.xml,4,META
2025-02-24,2025-02-24 23:17:27+00:00,0000950103-25-002363,xslF345X05/dp225257_4-zuckerberg0221.xml,4,META
2025-02-24,2025-02-24 23:12:50+00:00,0000950103-25-002362,xslF345X05/dp225255_4-zuckerberg0220.xml,4,META
2025-02-19,2025-02-20 01:39:36+00:00,0000950103-25-002202,xslF345X05/dp225111_4-zuckerberg.xml,4,META
2025-02-19,2025-02-20 01:33:53+00:00,0000950103-25-002201,xslF345X05/dp225093_4-zuckerberg0218.xml,4,META
2025-02-19,2025-02-19 23:18:23+00:00,0000950103-25-002197,xslF345X05/dp225014_4-xu.xml,4,META
2025-02-19,2025-02-19 23:17:55+00:00,0000950103-25-002196,xslF345X05/dp225015_4-tan.xml,4,META
2025-02-19,2025-02-19 23:17:00+00:00,0000950103-25-002195,xslF345X05/dp225020_4-olivan.xml,4,META
2025-02-19,2025-02-19 23:15:35+00:00,0000950103-25-002194,xslF345X05/dp225056_4-newstead.xml,4,META
2025-02-19,2025-02-19 23:15:24+00:00,0000950103-25-002193,xslF345X05/dp225017_4-cox.xml,4,META
2025-02-19,2025-02-19 23:14:18+00:00,0000950103-25-002192,xslF345X05/dp225018_4-li.xml,4,META
