issuer_cik,issuer_ticker,owner_name,is_director,is_officer,officer_title,is_ten_percent_owner,security_title,transaction_date,transaction_code,shares,price_per_share,acquired_disposed_code,shares_owned_following,ownership_nature,conversion_or_exercise_price,ticker,filing_date,acceptance_datetime,accession_number,xml_url
0000002488,AMD,Papermaster Mark D,0,1,Chief Technology Officer & EVP,0,Stock Option Grant,2026-04-15,M,6000,0,D,25369,D,84.85,AMD,2026-04-17,2026-04-17 20:11:52+00:00,0000002488-26-000066,https://www.sec.gov/Archives/edgar/data/2488/000000248826000066/wk-form4_1776456710.xml
0000002488,AMD,Su Lisa T,1,1,"Chair, President & CEO",0,PRSU Award,2026-03-15,A,362906,0,A,362906,D,,AMD,2026-03-16,2026-03-16 20:48:06+00:00,0000002488-26-000058,https://www.sec.gov/Archives/edgar/data/2488/000000248826000058/wk-form4_1773694083.xml
0000002488,AMD,GUIDO PHILIP,0,1,EVP & Chief Commercial Officer,0,Performance Stock Units,2026-03-01,M,44964,0,D,0,D,,AMD,2026-03-03,2026-03-03 21:15:06+00:00,0000002488-26-000052,https://www.sec.gov/Archives/edgar/data/2488/000000248826000052/wk-form4_1772572498.xml
0000002488,AMD,Hu Jean X.,0,1,"EVP, CFO and Treasurer",0,Performance Stock Units,2026-03-01,M,131942,0,D,0,D,,AMD,2026-03-03,2026-03-03 21:13:03+00:00,0000002488-26-000050,https://www.sec.gov/Archives/edgar/data/2488/000000248826000050/wk-form4_1772572381.xml
0000002488,AMD,Hu Jean X.,0,1,"EVP, CFO and Treasurer",0,Restricted Stock Units,2026-02-15,M,30788,0,D,0,D,,AMD,2026-02-18,2026-02-18 21:39:47+00:00,0000002488-26-000039,https://www.sec.gov/Archives/edgar/data/2488/000000248826000039/wk-form4_1771450784.xml
0000002488,AMD,HUYNH JACK M,0,1,"SVP & GM, Computing & Graphics",0,Restricted Stock Units,2026-02-15,M,2474,0,D,2474,D,,AMD,2026-02-18,2026-02-18 21:28:06+00:00,0000002488-26-000037,https://www.sec.gov/Archives/edgar/data/2488/000000248826000037/wk-form4_1771450082.xml
0000002488,AMD,HUYNH JACK M,0,1,"SVP & GM, Computing & Graphics",0,Performance Stock Units,2026-02-15,M,36570,0,D,0,D,,AMD,2026-02-18,2026-02-18 21:28:06+00:00,0000002488-26-000037,https://www.sec.gov/Archives/edgar/data/2488/000000248826000037/wk-form4_1771450082.xml
0000002488,AMD,GRASBY PAUL DARREN,0,1,EVP & CSO,0,Restricted Stock Units,2026-02-15,M,7084,0,D,14169,D,,AMD,2026-02-18,2026-02-18 21:24:34+00:00,0000002488-26-000035,https://www.sec.gov/Archives/edgar/data/2488/000000248826000035/wk-form4_1771449870.xml
0000002488,AMD,Hahn Ava,0,1,"SVP, GC & Corporate Secretary",0,Restricted Stock Units,2026-02-15,M,2268,0,D,4536,D,,AMD,2026-02-18,2026-02-18 21:20:27+00:00,0000002488-26-000033,https://www.sec.gov/Archives/edgar/data/2488/000000248826000033/wk-form4_1771449622.xml
0000002488,AMD,Norrod Forrest Eugene,0,1,EVP & GM DESG,0,Restricted Stock Units,2026-02-15,M,10996,0,D,0,D,,AMD,2026-02-18,2026-02-18 21:17:55+00:00,0000002488-26-000031,https://www.sec.gov/Archives/edgar/data/2488/000000248826000031/wk-form4_1771449472.xml
0000002488,AMD,Norrod Forrest Eugene,0,1,EVP & GM DESG,0,Performance Stock Units,2026-02-15,M,65970,0,D,0,D,,AMD,2026-02-18,2026-02-18 21:17:55+00:00,0000002488-26-000031,https://www.sec.gov/Archives/edgar/data/2488/000000248826000031/wk-form4_1771449472.xml
0000002488,AMD,Norrod Forrest Eugene,0,1,EVP & GM DESG,0,Stock Option Grant,2026-02-11,M,8200,0,D,8237,D,34.19,AMD,2026-02-13,2026-02-13 21:20:51+00:00,0000002488-26-000026,https://www.sec.gov/Archives/edgar/data/2488/000000248826000026/wk-form4_1771017649.xml
0000002488,AMD,McClure Kathleen R,1,0,,0,RSU Award,2026-01-16,A,1278,0,A,1278,D,,AMD,2026-01-21,2026-01-21 21:21:39+00:00,0000002488-26-000010,https://www.sec.gov/Archives/edgar/data/2488/000000248826000010/wk-form4_1769030496.xml
